Site,provide_metadata,provide_descriptive_metadata,provide_data_license_information,provide_data_provenance_information,provide_data_quality_information,provide_a_version_indicator,provide_version_history,gather_feedback_from_data_consumers,make_feedback_available,provide_bulk_download,provide_data_up_to_date,use_persistent_URIs_as_identifiers_of_datasets,use_machine_readable_standardized_data_formats,provide_data_in_multiple_formats,assess_dataset_coverage,provide_feedback_to_the_original_publisher,cite_the_original_publication
https://reitoria.ifpr.edu.br/cursos-tecnicos-subsequentes/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/editora/conselho-editorial/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/editora/diretrizesefluxoeditoriais/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/editora/publiqueconosco/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/em-telemaco-borba-colegio-de-dirigentes-realiza-reuniao-ordinaria-presencial/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/engenharia-eletrica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/atas-e-contratos/atas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/atas-e-contratos/carta-contrato/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/atas-e-contratos/contratos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/atas-e-contratos/fiscalizacao-de-contratos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/diarias-e-passagens/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/documentos-e-publicacoes/instrucoes-internas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/documentos-e-publicacoes/portarias/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/documentos-e-publicacoes/relatorios/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/governanca-riscos-e-controles/gestao-de-riscos/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/governanca-riscos-e-controles/governanca/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/governanca-riscos-e-controles/integridade/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/governanca-riscos-e-controles/mapeamento-de-processos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/planejamento-institucional/plano-de-logistica-sustentavel/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/processos-de-consulta/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/revisao-e-consolidacao-dos-atos-normativos/atos-normativos-inferiores-a-decreto/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/revisao-e-consolidacao-dos-atos-normativos/documentos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/revisao-e-consolidacao-dos-atos-normativos/exame-dos-atos-normativos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/gestao-e-administracao/sei/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/governo-retira-mais-de-r-5-milhoes-do-ifpr-e-impede-pagamentos-de-final-de-ano/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/ifpr-conquista-medalhas-no-jif-nacional/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/ifpr-contra-covid-19/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/inovacao/informacoes-sobre-inexigibilidade/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/diretorias-sistemicas/proad-di/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/comissoes/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/comissoes/cpa/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/comites/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/gt-avaliacao/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/historia/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/legislacao/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/missao-e-valores/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/o-instituto/sobre-o-ifpr/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/orgaos-de-controle/auditoria-interna/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/orgaos-de-controle/ouvidoria/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/orgaos-de-controle/procuradoria-federal/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/pro-reitoria-de-planejamento/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proad/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proad/dlc/licitacoes/licitacoes/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proens/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proens/diretorias/diretoria-de-articulacao-pedagogica-e-formacao-continuada/biblioteca/bibliotecas-do-ifpr/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proens/diretorias/diretoria-de-articulacao-pedagogica-e-formacao-continuada/biblioteca/normativas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proens/diretorias/diretoria-de-gestao-academica/ingresso/transferencias/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proepi-2/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proepi-2/agif/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proepi-2/agif/empreendedorismo/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proepi-2/agif/inovacao-2/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proepi-2/agif/nucleos-de-inovacao-tecnologica-2/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proepi-2/agif/propriedade-intelectual/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/proepi-2/agif/robotica-e-novas-tecnologias/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/pro-reitorias/progepe/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/reitoria/assessorias/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/reitoria/comunicacao/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/reitoria/conselhos-e-colegiados/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/reitoria/conselhos-e-colegiados/conselho-superior/resolucoes-2/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/reitoria/diretoria-de-expediente-e-apoio-aos-campi/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/reitoria/diretoria-executiva-dex/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/institucional/reitoria/gabinete-do-reitor/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-artes-visuais/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-ciencias-biologicas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-ciencias-sociais/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-educacao-fisica/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-fisica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-letras-portuguesingles/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-pedagogia/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/licenciatura-em-quimica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/assistencia-estudante/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/assistencia-estudante/editais/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/egressos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/ensino-medio-e-tecnico/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/ensino-medio-e-tecnico/recursos-naturais/tecnico-em-aquicultura/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/ensino-superior-e-pos-graduacao/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/ensino-superior-e-pos-graduacao/cursos-de-pos-graduacao/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/ensino-superior-e-pos-graduacao/cursos-superiores/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/internacional/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/internacional/centro-de-linguas-do-ifpr-celif/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/contato-3/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/documentosdocumentos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/editais/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/formularios-especificos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/lista-de-resultados-e-espera/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/o-que-e-napne/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/objetivo/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/menu-academico/nucleo-de-atendimento-as-pessoas-com-necessidades-educacionais-especificas/responsabilidades/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/nova-plataforma-destinada-as-solicitacoes-de-pedidos-de-protecao-da-propriedade-intelectual-esta-disponivel/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/pesquisa-e-publicacoes/laboratorios/catalogo-de-laboratorios/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/politica-de-cookies/#gerenciamento-dos-cookies,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/politica-de-cookies/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/politica-de-privacidade/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/processo-seletivo-2021-2022-ensino-medio/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/projetos-do-ifpr-participam-da-2a-semana-nacional-da-educacao-profissional-e-tecnologica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/biblioteca/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/biblioteca/base-de-dados/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/biblioteca/normas-trabalhos-academicos/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/biblioteca/servicos/,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/certificacao/certificacao-cbes/,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/certificacao/certificacao/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/ouvidoria/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/servicos/revalidacao-de-diplomas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/simposio-de-propriedade-intelectual-do-ifpr-ocorrera-nos-dias-12-e-13-dezembro/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tag/avaliacao-institucional/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tag/eventos-externos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tag/nota-oficial/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tag/orgaos-colegiados/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tag/revistas-ifpr/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-administracao/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-agricultura/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-agroecologia/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-agroindustria/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-agropecuaria/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-alimentos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-analises-quimicas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-automacao-industrial/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-biotecnologia/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-ceramica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-contabilidade/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-cooperativismo/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-cozinha/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-edificacoes/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-eletromecanica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-eletronica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-eletrotecnica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-enfermagem/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-eventos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-informatica-para-internet/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-informatica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-massoterapia/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-mecanica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-meio-ambiente/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-orientacao-comunitaria/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-petroleo-e-gas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-processos-fotograficos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-producao-de-moda/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-programacao-de-jogos-digitais/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-protese-dentaria/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-quimica/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-radiologia/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-saude-bucal/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-servicos-juridicos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnico-em-telecomunicacoes/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnologia-em-agroecologia/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnologia-em-analise-e-desenvolvimento-de-sistemas/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnologia-em-automacao-industrial/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnologia-em-gestao-publica-2/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/tecnologia-em-manutencao-industrial/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/trabalhe-no-ifpr/concursos-publicos/,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/wp-content/uploads/2020/11/bens-imoveis-csv.csv,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
https://reitoria.ifpr.edu.br/wp-content/uploads/2020/11/bens-moveis-csv.csv,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://sei.ifpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_pesquisar&id_orgao_publicacao=0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
https://servicos.nc.ufpr.br/PortalNC/Concurso?concurso=IFPR2023,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
https://sigaa.ifpr.edu.br/sigaa/verTelaLogin.do,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://telemaco.ifpr.edu.br/,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
https://telemaco.ifpr.edu.br/pos-graduacao/ensino-de-ciencia-e-tecnologia-2/,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
https://toledo.ifpr.edu.br/,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
https://twitter.com/intent/tweet?text=Cursos+T%C3%A9cnicos+Integrados&url=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcursos-tecnicos-integrados%2F&via=Crunchify,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://twitter.com/intent/tweet?text=Cursos+T%C3%A9cnicos+Subsequentes&url=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcursos-tecnicos-subsequentes%2F&via=Crunchify,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://twitter.com/intent/tweet?text=Fale+Conosco&url=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcontatos%2F&via=Crunchify,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://umuarama.ifpr.edu.br/,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
https://uniao.ifpr.edu.br/,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
https://www-periodicos-capes-gov-br.ez109.periodicos.capes.gov.br/,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://www.facebook.com/governodobrasil,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://www.facebook.com/REITORIAIFPR/,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Freitoria.ifpr.edu.br%2Facesso-a-informacao%2Fdados-abertos%2Fbases-de-dados-abertos%2Fadministracao%2F,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcontatos%2F,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcursos-tecnicos-integrados%2F,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Freitoria.ifpr.edu.br%2Fcursos-tecnicos-subsequentes%2F,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Freitoria.ifpr.edu.br%2Fmenu-academico%2Fensino-superior-e-pos-graduacao%2Fcursos-de-pos-graduacao%2F,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Freitoria.ifpr.edu.br%2Fmenu-academico%2Fensino-superior-e-pos-graduacao%2Fcursos-superiores%2F,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.gov.br/@@multilingual-selector/3d53b927706743779ee4256ace0f664f/en?set_language=en,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
https://www.gov.br/@@multilingual-selector/3d53b927706743779ee4256ace0f664f/es?set_language=es,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
https://www.gov.br/acessoainformacao/pt-br,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/governodigital/pt-br,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/governodigital/pt-br/acessibilidade-digital,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/governodigital/pt-br/transformacao-digital/central-de-qualidade/painel-de-monitoramento-de-servicos-federais,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
https://www.gov.br/participamaisbrasil/sobre,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
https://www.gov.br/pt-br,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
